# Every Visual FoxPro base class, as the product itself answers about it: what an object of
# it holds, and what it answers to. Read by crates/foxvm/src/base_classes.rs.
#
# Generated by `node scripts/gen-base-classes.mjs`; the measurement it comes from is
# tests/reference/vfp-base-classes.tsv. A property with type "-" is one whose value is not a
# constant, so it is a member with nothing stored behind it, and readonly is the error the
# product raises for one it refuses to have written to.
class	kind	name	type	default	readonly
Container	event	OLEDragDrop			
Container	event	OLEDragOver			
Container	event	OLEGiveFeedback			
Container	event	OLESetData			
Container	event	OLEStartDrag			
Container	event	Resize			
Container	event	RightClick			
Container	event	UIEnable			
Container	method	AddObject			
Container	method	AddProperty			
Container	method	Drag			
Container	method	Draw			
Container	method	Move			
Container	method	NEWOBJECT			
Container	method	OLEDrag			
Container	method	ReadExpression			
Container	method	ReadMethod			
Container	method	Refresh			
Container	method	RemoveObject			
Container	method	ResetToDefault			
Container	method	SaveAsClass			
Container	method	SetAll			
Container	method	SetFocus			
Container	method	ShowWhatsThis			
Container	method	WriteExpression			
Container	method	WriteMethod			
Container	method	ZOrder			
PageFrame	class				
PageFrame	property	ActivePage	N	1	
PageFrame	property	Anchor	N	0	
PageFrame	property	BaseClass	C	Pageframe	1743
PageFrame	property	BorderColor	N	6579300	1743
PageFrame	property	BorderWidth	N	1	1743
PageFrame	property	Class	C	Pageframe	1743
PageFrame	property	ClassLibrary	C		1743
PageFrame	property	ColorSource	N	4	
PageFrame	property	Comment	C		
PageFrame	property	DragIcon	C		
PageFrame	property	DragMode	N	0	
PageFrame	property	Enabled	L	.T.	
PageFrame	property	Height	N	250	
PageFrame	property	HelpContextID	N	0	
PageFrame	property	Left	N	0	
PageFrame	property	MemberClass	C		
PageFrame	property	MemberClassLibrary	C		
PageFrame	property	MouseIcon	C		
PageFrame	property	MousePointer	N	0	
PageFrame	property	Name	C	Pageframe	
PageFrame	property	OLEDragMode	N	0	
PageFrame	property	OLEDragPicture	C		
PageFrame	property	OLEDropEffects	N	3	
PageFrame	property	OLEDropHasData	N	-1	
PageFrame	property	OLEDropMode	N	0	
PageFrame	property	PageCount	N	0	
PageFrame	property	PageHeight	N	224	1743
PageFrame	property	PageWidth	N	371	1743
PageFrame	property	ParentClass	C		1743
PageFrame	property	RightToLeft	L	.T.	
PageFrame	property	SpecialEffect	N	0	1743
PageFrame	property	StatusBarText	C		
PageFrame	property	TabIndex	N	0	
PageFrame	property	TabOrientation	N	0	
PageFrame	property	Tabs	L	.T.	
PageFrame	property	TabStop	L	.T.	
PageFrame	property	TabStretch	N	1	
PageFrame	property	TabStyle	N	0	
PageFrame	property	Tag	C		
PageFrame	property	Themes	L	.T.	
PageFrame	property	ToolTipText	C		
PageFrame	property	Top	N	0	
PageFrame	property	Visible	L	.T.	
PageFrame	property	WhatsThisHelpID	N	-1	
PageFrame	property	Width	N	375	
PageFrame	property	Application	-		
PageFrame	property	Objects	-		
PageFrame	property	Pages	-		
PageFrame	property	Parent	-		
PageFrame	event	Click			
PageFrame	event	DblClick			
PageFrame	event	Destroy			
PageFrame	event	DragDrop			
PageFrame	event	DragOver			
PageFrame	event	Error			
PageFrame	event	Init			
PageFrame	event	MiddleClick			
PageFrame	event	MouseDown			
PageFrame	event	MouseEnter			
PageFrame	event	MouseLeave			
PageFrame	event	MouseMove			
PageFrame	event	MouseUp			
PageFrame	event	MouseWheel			
PageFrame	event	Moved			
PageFrame	event	OLECompleteDrag			
PageFrame	event	OLEDragDrop			
PageFrame	event	OLEDragOver			
PageFrame	event	OLEGiveFeedback			
PageFrame	event	OLESetData			
PageFrame	event	OLEStartDrag			
PageFrame	event	Resize			
PageFrame	event	RightClick			
PageFrame	event	UIEnable			
PageFrame	method	AddObject			
PageFrame	method	AddProperty			
PageFrame	method	Drag			
PageFrame	method	Move			
PageFrame	method	NEWOBJECT			
PageFrame	method	OLEDrag			
PageFrame	method	ReadExpression			
PageFrame	method	ReadMethod			
PageFrame	method	Refresh			
PageFrame	method	RemoveObject			
PageFrame	method	ResetToDefault			
PageFrame	method	SaveAsClass			
PageFrame	method	SetAll			
PageFrame	method	ShowWhatsThis			
PageFrame	method	WriteExpression			
PageFrame	method	WriteMethod			
PageFrame	method	ZOrder			
Page	class				
Page	property	BackColor	N	15790320	
Page	property	BackStyle	N	1	
Page	property	BaseClass	C	Page	1743
Page	property	Caption	C	Page	
Page	property	Class	C	Page	1743
Page	property	ClassLibrary	C		1743
Page	property	ColorSource	N	4	
Page	property	Comment	C		
Page	property	ControlCount	N	0	1743
Page	property	DragIcon	C		
Page	property	DragMode	N	0	
Page	property	Enabled	L	.T.	
Page	property	FontBold	L	.F.	
Page	property	FontCharSet	N	1	
Page	property	FONTCONDENSE	L	.F.	
Page	property	FONTEXTEND	L	.F.	
Page	property	FontItalic	L	.F.	
Page	property	FontName	C	Arial	
Page	property	FontOutline	L	.F.	
Page	property	FontShadow	L	.F.	
Page	property	FontSize	N	9	
Page	property	FontStrikethru	L	.F.	
Page	property	FontUnderline	L	.F.	
Page	property	ForeColor	N	0	
Page	property	HelpContextID	N	0	
Page	property	MouseIcon	C		
Page	property	MousePointer	N	0	
Page	property	Name	C	Page	
Page	property	OLEDragMode	N	0	
Page	property	OLEDragPicture	C		
Page	property	OLEDropEffects	N	3	
Page	property	OLEDropHasData	N	-1	
Page	property	OLEDropMode	N	0	
Page	property	PageOrder	N	0	
Page	property	ParentClass	C		1743
Page	property	Picture	C		
Page	property	StatusBarText	C		
Page	property	Tag	C		
Page	property	ToolTipText	C		
Page	property	WhatsThisHelpID	N	-1	
Page	property	ActiveControl	-		
Page	property	Application	-		
Page	property	Controls	-		
Page	property	Objects	-		
Page	property	Parent	-		
Page	event	Activate			
Page	event	Click			
Page	event	DblClick			
Page	event	Deactivate			
Page	event	Destroy			
Page	event	DragDrop			
Page	event	DragOver			
Page	event	Error			
Page	event	Init			
Page	event	MiddleClick			
Page	event	MouseDown			
Page	event	MouseEnter			
Page	event	MouseLeave			
Page	event	MouseMove			
Page	event	MouseUp			
Page	event	MouseWheel			
Page	event	OLECompleteDrag			
Page	event	OLEDragDrop			
Page	event	OLEDragOver			
Page	event	OLEGiveFeedback			
Page	event	OLESetData			
Page	event	OLEStartDrag			
Page	event	RightClick			
Page	method	AddObject			
Page	method	AddProperty			
Page	method	Drag			
Page	method	NEWOBJECT			
Page	method	OLEDrag			
Page	method	ReadExpression			
Page	method	ReadMethod			
Page	method	Refresh			
Page	method	RemoveObject			
Page	method	ResetToDefault			
Page	method	SetAll			
Page	method	SetFocus			
Page	method	ShowWhatsThis			
Page	method	WriteExpression			
Page	method	ZOrder			
Grid	class				
Grid	property	ActiveColumn	N	0	1743
Grid	property	ActiveRow	N	0	1743
Grid	property	AllowAddNew	L	.F.	
Grid	property	AllowAutoColumnFit	N	0	
Grid	property	AllowCellSelection	L	.T.	
Grid	property	AllowHeaderSizing	L	.T.	
Grid	property	AllowRowSizing	L	.T.	
Grid	property	Anchor	N	0	
Grid	property	BackColor	N	16777215	
Grid	property	BaseClass	C	Grid	1743
Grid	property	ChildOrder	C		
Grid	property	Class	C	Grid	1743
Grid	property	ClassLibrary	C		1743
Grid	property	ColumnCount	N	-1	
Grid	property	Comment	C		
Grid	property	DeleteMark	L	.T.	
Grid	property	DragIcon	C		
Grid	property	DragMode	N	0	
Grid	property	Enabled	L	.T.	
Grid	property	FontBold	L	.F.	
Grid	property	FontCharSet	N	1	
Grid	property	FONTCONDENSE	L	.F.	
Grid	property	FONTEXTEND	L	.F.	
Grid	property	FontItalic	L	.F.	
Grid	property	FontName	C	Arial	
Grid	property	FontOutline	L	.F.	
Grid	property	FontShadow	L	.F.	
Grid	property	FontSize	N	9	
Grid	property	FontStrikethru	L	.F.	
Grid	property	FontUnderline	L	.F.	
Grid	property	ForeColor	N	0	
Grid	property	GridLineColor	N	0	
Grid	property	GridLines	N	3	
Grid	property	GridLineWidth	N	1	
Grid	property	HeaderHeight	N	19	
Grid	property	Height	N	200	
Grid	property	HelpContextID	N	0	
Grid	property	Highlight	L	.T.	
Grid	property	HighlightBackColor	N	16777215	
Grid	property	HighlightForeColor	N	0	
Grid	property	HighlightRow	L	.T.	
Grid	property	HighlightRowLineWidth	N	1	
Grid	property	HighlightStyle	N	0	
Grid	property	Left	N	0	
Grid	property	LeftColumn	N	1	1743
Grid	property	LinkMaster	C		
Grid	property	LockColumns	N	0	
Grid	property	LockColumnsLeft	N	0	
Grid	property	MemberClass	C		
Grid	property	MemberClassLibrary	C		
Grid	property	MouseIcon	C		
Grid	property	MousePointer	N	0	
Grid	property	Name	C	Grid	
Grid	property	OLEDragMode	N	0	1743
Grid	property	OLEDragPicture	C		
Grid	property	OLEDropEffects	N	3	
Grid	property	OLEDropHasData	N	-1	
Grid	property	OLEDropMode	N	0	
Grid	property	Optimize	L	.F.	
Grid	property	Panel	N	1	
Grid	property	PanelLink	L	.T.	
Grid	property	ParentClass	C		1743
Grid	property	Partition	N	0	
Grid	property	ReadOnly	L	.F.	
Grid	property	RecordMark	L	.T.	
Grid	property	RecordSource	C		
Grid	property	RecordSourceType	N	1	
Grid	property	RelationalExpr	C		
Grid	property	RelativeColumn	N	0	1743
Grid	property	RelativeRow	N	0	1743
Grid	property	RightToLeft	L	.F.	
Grid	property	RowColChange	N	0	1743
Grid	property	RowHeight	N	18	
Grid	property	ScrollBars	N	3	
Grid	property	SelectedItemBackColor	N	16777215	
Grid	property	SelectedItemForeColor	N	0	
Grid	property	SplitBar	L	.T.	1743
Grid	property	StatusBarText	C		
Grid	property	TabIndex	N	0	
Grid	property	TabStop	L	.T.	
Grid	property	Tag	C		
Grid	property	Themes	L	.T.	
Grid	property	ToolTipText	C		
Grid	property	Top	N	0	
Grid	property	Value	N	0	
Grid	property	View	N	0	
Grid	property	Visible	L	.T.	
Grid	property	WhatsThisHelpID	N	-1	
Grid	property	Width	N	320	
Grid	property	Application	-		
Grid	property	Columns	-		
Grid	property	Objects	-		
Grid	property	Parent	-		
Grid	event	AfterRowColChange			
Grid	event	BeforeRowColChange			
Grid	event	Click			
Grid	event	DblClick			
Grid	event	Deleted			
Grid	event	Destroy			
Grid	event	DragDrop			
Grid	event	DragOver			
Grid	event	Error			
Grid	event	Init			
Grid	event	KeyPress			
Grid	event	MiddleClick			
Grid	event	MouseDown			
Grid	event	MouseEnter			
Grid	event	MouseLeave			
Grid	event	MouseMove			
Grid	event	MouseUp			
Grid	event	MouseWheel			
Grid	event	Moved			
Grid	event	OLECompleteDrag			
Grid	event	OLEDragDrop			
Grid	event	OLEDragOver			
Grid	event	OLEGiveFeedback			
Grid	event	OLESetData			
Grid	event	OLEStartDrag			
Grid	event	Resize			
Grid	event	RightClick			
Grid	event	Scrolled			
Grid	event	UIEnable			
Grid	event	Valid			
Grid	event	When			
Grid	method	ActivateCell			
Grid	method	AddColumn			
Grid	method	AddObject			
Grid	method	AddProperty			
Grid	method	AutoFit			
Grid	method	DeleteColumn			
Grid	method	DoScroll			
Grid	method	Drag			
Grid	method	GRIDHITTEST			
Grid	method	Move			
Grid	method	NEWOBJECT			
Grid	method	OLEDrag			
Grid	method	ReadExpression			
Grid	method	ReadMethod			
Grid	method	Refresh			
Grid	method	RemoveObject			
Grid	method	ResetToDefault			
Grid	method	SaveAsClass			
Grid	method	SetAll			
Grid	method	SetFocus			
Grid	method	ShowWhatsThis			
Grid	method	WriteExpression			
Grid	method	WriteMethod			
Grid	method	ZOrder			
Column	class				
Column	property	Alignment	N	3	
Column	property	BackColor	N	16777215	
Column	property	BaseClass	C	Column	1743
Column	property	Bound	L	.T.	
Column	property	Class	C	Column	1743
Column	property	ClassLibrary	C		1743
Column	property	ColumnOrder	N	0	
Column	property	Comment	C		
Column	property	ControlCount	N	0	1743
Column	property	ControlSource	C		
Column	property	CurrentControl	C		
Column	property	DynamicAlignment	C		
Column	property	DynamicBackColor	C		
Column	property	DynamicCurrentControl	C		
Column	property	DynamicFontBold	C		
Column	property	DynamicFontItalic	C		
Column	property	DynamicFontName	C		
Column	property	DynamicFontOutline	C		
Column	property	DynamicFontShadow	C		
Column	property	DynamicFontSize	C		
Column	property	DynamicFontStrikethru	C		
Column	property	DynamicFontUnderline	C		
Column	property	DynamicForeColor	C		
Column	property	DynamicInputMask	C		
Column	property	Enabled	L	.T.	
Column	property	FontBold	L	.F.	
Column	property	FontCharSet	N	1	
Column	property	FONTCONDENSE	L	.F.	
Column	property	FONTEXTEND	L	.F.	
Column	property	FontItalic	L	.F.	
Column	property	FontName	C	Arial	
Column	property	FontOutline	L	.F.	
Column	property	FontShadow	L	.F.	
Column	property	FontSize	N	9	
Column	property	FontStrikethru	L	.F.	
Column	property	FontUnderline	L	.F.	
Column	property	ForeColor	N	0	
Column	property	Format	C		
Column	property	HeaderClass	C		
Column	property	HeaderClassLibrary	C		
Column	property	InputMask	C		
Column	property	MouseIcon	C		
Column	property	MousePointer	N	0	
Column	property	Movable	L	.T.	
Column	property	Name	C	Column	
Column	property	ParentClass	C		1743
Column	property	ReadOnly	L	.F.	
Column	property	Resizable	L	.T.	
Column	property	SelectOnEntry	L	.T.	
Column	property	Sparse	L	.T.	
Column	property	StatusBarText	C		
Column	property	Tag	C		
Column	property	ToolTipText	C		
Column	property	Visible	L	.T.	
Column	property	Width	N	75	
Column	property	Application	-		
Column	property	Controls	-		
Column	property	Objects	-		
Column	property	Parent	-		
Column	event	Destroy			
Column	event	Error			
Column	event	Init			
Column	event	MouseEnter			
Column	event	MouseLeave			
Column	event	MouseMove			
Column	event	MouseWheel			
Column	event	Moved			
Column	event	Resize			
Column	method	AddObject			
Column	method	AddProperty			
Column	method	AutoFit			
Column	method	NEWOBJECT			
Column	method	ReadExpression			
Column	method	ReadMethod			
Column	method	Refresh			
Column	method	RemoveObject			
Column	method	ResetToDefault			
Column	method	SetAll			
Column	method	SetFocus			
Column	method	WriteExpression			
Header	class				
Header	property	Alignment	N	0	
Header	property	BackColor	N	15790320	
Header	property	BaseClass	C	Header	1743
Header	property	Caption	C	Header	
Header	property	Class	C	Header	1743
Header	property	ClassLibrary	C		1743
Header	property	Comment	C		
Header	property	FontBold	L	.F.	
Header	property	FontCharSet	N	1	
Header	property	FONTCONDENSE	L	.F.	
Header	property	FONTEXTEND	L	.F.	
Header	property	FontItalic	L	.F.	
Header	property	FontName	C	Arial	
Header	property	FontOutline	L	.F.	
Header	property	FontShadow	L	.F.	
Header	property	FontSize	N	9	
Header	property	FontStrikethru	L	.F.	
Header	property	FontUnderline	L	.F.	
Header	property	ForeColor	N	0	
Header	property	MouseIcon	C		
Header	property	MousePointer	N	0	
Header	property	Name	C	Header	
Header	property	ParentClass	C		1743
Header	property	Picture	C		
Header	property	StatusBarText	C		
Header	property	Tag	C		
Header	property	ToolTipText	C		
Header	property	WordWrap	L	.F.	
Header	property	Application	-		
Header	property	Parent	-		
Header	event	Click			
Header	event	DblClick			
Header	event	Destroy			
Header	event	Error			
Header	event	Init			
Header	event	MiddleClick			
Header	event	MouseDown			
Header	event	MouseEnter			
Header	event	MouseLeave			
Header	event	MouseMove			
Header	event	MouseUp			
Header	event	MouseWheel			
Header	event	RightClick			
Header	method	AddProperty			
Header	method	ReadExpression			
Header	method	ReadMethod			
Header	method	Refresh			
Header	method	ResetToDefault			
Header	method	WriteExpression			
Image	class				
Image	property	Anchor	N	0	
Image	property	BackStyle	N	1	
Image	property	BaseClass	C	Image	1743
Image	property	BorderColor	N	6579300	
Image	property	BorderStyle	N	0	
Image	property	Class	C	Image	1743
Image	property	ClassLibrary	C		1743
Image	property	ColorSource	N	4	
Image	property	Comment	C		
Image	property	DragIcon	C		
Image	property	DragMode	N	0	
Image	property	Enabled	L	.T.	
Image	property	Height	N	17	
Image	property	HelpContextID	N	0	
Image	property	Left	N	0	
Image	property	MouseIcon	C		
Image	property	MousePointer	N	0	
Image	property	Name	C	Image	
Image	property	OLEDragMode	N	0	
Image	property	OLEDragPicture	C		
Image	property	OLEDropEffects	N	3	
Image	property	OLEDropHasData	N	-1	
Image	property	OLEDropMode	N	0	
Image	property	ParentClass	C		1743
Image	property	Picture	C		
Image	property	PictureVal	C		
Image	property	RotateFlip	N	0	
Image	property	StatusBarText	C		
Image	property	Stretch	N	0	
Image	property	Tag	C		
Image	property	Themes	L	.T.	
Image	property	ToolTipText	C		
Image	property	Top	N	0	
Image	property	Visible	L	.T.	
Image	property	WhatsThisHelpID	N	-1	
Image	property	Width	N	100	
Image	property	Application	-		
Image	property	Parent	-		
Image	event	Click			
Image	event	DblClick			
Image	event	Destroy			
Image	event	DragDrop			
Image	event	DragOver			
Image	event	Error			
Image	event	Init			
Image	event	MiddleClick			
Image	event	MouseDown			
Image	event	MouseEnter			
Image	event	MouseLeave			
Image	event	MouseMove			
Image	event	MouseUp			
Image	event	MouseWheel			
Image	event	OLECompleteDrag			
Image	event	OLEDragDrop			
Image	event	OLEDragOver			
Image	event	OLEGiveFeedback			
Image	event	OLESetData			
Image	event	OLEStartDrag			
Image	event	RightClick			
Image	event	UIEnable			
Image	method	AddProperty			
Image	method	Drag			
Image	method	Move			
Image	method	OLEDrag			
Image	method	ReadExpression			
Image	method	ReadMethod			
Image	method	ResetToDefault			
Image	method	SaveAsClass			
Image	method	ShowWhatsThis			
Image	method	WriteExpression			
Image	method	WriteMethod			
Image	method	ZOrder			
Line	class				
Line	property	Anchor	N	0	
Line	property	BaseClass	C	Line	1743
Line	property	BorderColor	N	6579300	
Line	property	BorderStyle	N	1	
Line	property	BorderWidth	N	1	
Line	property	Class	C	Line	1743
Line	property	ClassLibrary	C		1743
Line	property	ColorSource	N	4	
Line	property	Comment	C		
Line	property	DragIcon	C		
Line	property	DragMode	N	0	
Line	property	DrawMode	N	13	
Line	property	Enabled	L	.T.	
Line	property	Height	N	17	
Line	property	HelpContextID	N	0	
Line	property	Left	N	0	
Line	property	LineSlant	C	\	
Line	property	MouseIcon	C		
Line	property	MousePointer	N	0	
Line	property	Name	C	Line	
Line	property	OLEDragMode	N	0	
Line	property	OLEDragPicture	C		
Line	property	OLEDropEffects	N	3	
Line	property	OLEDropHasData	N	-1	
Line	property	OLEDropMode	N	0	
Line	property	ParentClass	C		1743
Line	property	PolyPoints	C		
Line	property	Rotation	N	0	
Line	property	StatusBarText	C		
Line	property	Tag	C		
Line	property	ToolTipText	C		
Line	property	Top	N	0	
Line	property	Visible	L	.T.	
Line	property	WhatsThisHelpID	N	-1	
Line	property	Width	N	100	
Line	property	Application	-		
Line	property	Parent	-		
Line	event	Click			
Line	event	DblClick			
Line	event	Destroy			
Line	event	DragDrop			
Line	event	DragOver			
Line	event	Error			
Line	event	Init			
Line	event	MiddleClick			
Line	event	MouseDown			
Line	event	MouseEnter			
Line	event	MouseLeave			
Line	event	MouseMove			
Line	event	MouseUp			
Line	event	MouseWheel			
Line	event	OLECompleteDrag			
Line	event	OLEDragDrop			
Line	event	OLEDragOver			
Line	event	OLEGiveFeedback			
Line	event	OLESetData			
Line	event	OLEStartDrag			
Line	event	RightClick			
Line	event	UIEnable			
Line	method	AddProperty			
Line	method	Drag			
Line	method	Move			
Line	method	OLEDrag			
Line	method	ReadExpression			
Line	method	ReadMethod			
Line	method	Refresh			
Line	method	ResetToDefault			
Line	method	SaveAsClass			
Line	method	ShowWhatsThis			
Line	method	WriteExpression			
Line	method	WriteMethod			
Line	method	ZOrder			
Shape	class				
Shape	property	Anchor	N	0	
Shape	property	BackColor	N	15790320	
Shape	property	BackStyle	N	1	
Shape	property	BaseClass	C	Shape	1743
Shape	property	BorderColor	N	6579300	
Shape	property	BorderStyle	N	1	
Shape	property	BorderWidth	N	1	
Shape	property	Class	C	Shape	1743
Shape	property	ClassLibrary	C		1743
Shape	property	ColorScheme	N	1	
Shape	property	ColorSource	N	4	
Shape	property	Comment	C		
Shape	property	Curvature	N	0	
Shape	property	DragIcon	C		
Shape	property	DragMode	N	0	
Shape	property	DrawMode	N	13	
Shape	property	Enabled	L	.T.	
Shape	property	FillColor	N	0	
Shape	property	FillStyle	N	1	
Shape	property	Height	N	17	
Shape	property	HelpContextID	N	0	
Shape	property	Left	N	0	
Shape	property	MouseIcon	C		
Shape	property	MousePointer	N	0	
Shape	property	Name	C	Shape	
Shape	property	OLEDragMode	N	0	
Shape	property	OLEDragPicture	C		
Shape	property	OLEDropEffects	N	3	
Shape	property	OLEDropHasData	N	-1	
Shape	property	OLEDropMode	N	0	
Shape	property	ParentClass	C		1743
Shape	property	PolyPoints	C		
Shape	property	Rotation	N	0	
Shape	property	SpecialEffect	N	1	
Shape	property	StatusBarText	C		
Shape	property	Style	N	0	
Shape	property	Tag	C		
Shape	property	ToolTipText	C		
Shape	property	Top	N	0	
Shape	property	Visible	L	.T.	
Shape	property	WhatsThisHelpID	N	-1	
Shape	property	Width	N	100	
Shape	property	Application	-		
Shape	property	Parent	-		
Shape	event	Click			
Shape	event	DblClick			
Shape	event	Destroy			
Shape	event	DragDrop			
Shape	event	DragOver			
Shape	event	Error			
Shape	event	Init			
Shape	event	MiddleClick			
Shape	event	MouseDown			
Shape	event	MouseEnter			
Shape	event	MouseLeave			
Shape	event	MouseMove			
Shape	event	MouseUp			
Shape	event	MouseWheel			
Shape	event	OLECompleteDrag			
Shape	event	OLEDragDrop			
Shape	event	OLEDragOver			
Shape	event	OLEGiveFeedback			
Shape	event	OLESetData			
Shape	event	OLEStartDrag			
Shape	event	RightClick			
Shape	event	UIEnable			
Shape	method	AddProperty			
Shape	method	Drag			
Shape	method	Move			
Shape	method	OLEDrag			
Shape	method	ReadExpression			
Shape	method	ReadMethod			
Shape	method	Refresh			
Shape	method	ResetToDefault			
Shape	method	SaveAsClass			
Shape	method	ShowWhatsThis			
Shape	method	WriteExpression			
Shape	method	WriteMethod			
Shape	method	ZOrder			
Timer	class				
Timer	property	BaseClass	C	Timer	1743
Timer	property	Class	C	Timer	1743
Timer	property	ClassLibrary	C		1743
Timer	property	Comment	C		
Timer	property	Enabled	L	.T.	
Timer	property	Height	N	17	
Timer	property	Interval	N	0	
Timer	property	Left	N	0	
Timer	property	Name	C	Timer	
Timer	property	ParentClass	C		1743
Timer	property	Tag	C		
Timer	property	Top	N	0	
Timer	property	Width	N	100	
Timer	property	Application	-		
Timer	property	Parent	-		
Timer	event	Destroy			
Timer	event	Error			
Timer	event	Init			
Timer	event	Timer			
Timer	method	AddProperty			
Timer	method	ReadExpression			
Timer	method	ReadMethod			
Timer	method	Reset			
Timer	method	ResetToDefault			
Timer	method	SaveAsClass			
Timer	method	WriteExpression			
Timer	method	WriteMethod			
Custom	class				
Custom	property	BaseClass	C	Custom	1743
Custom	property	Class	C	Custom	1743
Custom	property	ClassLibrary	C		1743
Custom	property	Comment	C		
Custom	property	ControlCount	N	0	1743
Custom	property	Height	N	17	
Custom	property	HelpContextID	N	0	
Custom	property	Left	N	0	
Custom	property	Name	C	Custom	
Custom	property	ParentClass	C		1743
Custom	property	Picture	C		
Custom	property	Tag	C		
Custom	property	Top	N	0	
Custom	property	WhatsThisHelpID	N	-1	
Custom	property	Width	N	100	
Custom	property	Application	-		
Custom	property	Controls	-		
Custom	property	Objects	-		
Custom	property	Parent	-		
Custom	event	Destroy			
Custom	event	Error			
Custom	event	Init			
Custom	method	AddObject			
Custom	method	AddProperty			
Custom	method	NEWOBJECT			
Custom	method	ReadExpression			
Custom	method	ReadMethod			
Custom	method	RemoveObject			
Custom	method	ResetToDefault			
Custom	method	SaveAsClass			
Custom	method	ShowWhatsThis			
Custom	method	WriteExpression			
Custom	method	WriteMethod			
Session	class				
Session	property	BaseClass	C	Session	1743
Session	property	Class	C	Session	1743
Session	property	ClassLibrary	C		1743
Session	property	Comment	C		
Session	property	DataSession	N	2	1743
Session	property	Name	C	Session	
Session	property	ParentClass	C		1743
Session	property	Tag	C		
Session	property	Application	-		
Session	property	DataSessionID	-		
Session	property	Parent	-		
Session	event	Destroy			
Session	event	Error			
Session	event	Init			
Session	method	AddProperty			
Session	method	ReadExpression			
Session	method	ReadMethod			
Session	method	ResetToDefault			
Session	method	WriteExpression			
Collection	class				
Collection	property	BaseClass	C	Collection	1743
Collection	property	Class	C	Collection	1743
Collection	property	ClassLibrary	C		1743
Collection	property	Comment	C		
Collection	property	Count	N	0	1743
Collection	property	KeySort	N	0	
Collection	property	Name	C	Collection	
Collection	property	ParentClass	C		1743
Collection	property	Tag	C		
Collection	property	Application	-		
Collection	property	Parent	-		
Collection	event	Destroy			
Collection	event	Error			
Collection	event	Init			
Collection	method	ADD			
Collection	method	AddProperty			
Collection	method	GetKey			
Collection	method	ITEM			
Collection	method	ReadExpression			
Collection	method	ReadMethod			
Collection	method	REMOVE			
Collection	method	ResetToDefault			
Collection	method	SaveAsClass			
Collection	method	WriteExpression			
Collection	method	WriteMethod			
Exception	class				
Exception	property	BaseClass	C	Exception	1743
Exception	property	Class	C	Exception	1743
Exception	property	ClassLibrary	C		1743
Exception	property	Comment	C		
Exception	property	Details	C		
Exception	property	ErrorNo	N	0	
Exception	property	LineContents	C		
Exception	property	LineNo	N	0	
Exception	property	Message	C		
Exception	property	Name	C	Exception	
Exception	property	ParentClass	C		1743
Exception	property	Procedure	C		
Exception	property	StackLevel	N	0	
Exception	property	Tag	C		
Exception	property	UserValue	C		
Exception	property	Application	-		
Exception	property	Parent	-		
Exception	event	Destroy			
Exception	event	Error			
Exception	event	Init			
Exception	method	AddProperty			
Exception	method	ReadExpression			
Exception	method	ReadMethod			
Exception	method	ResetToDefault			
Exception	method	SaveAsClass			
Exception	method	WriteExpression			
Exception	method	WriteMethod			
Empty	class				
Relation	class				
Relation	property	BaseClass	C	Relation	1743
Relation	property	ChildAlias	C		
Relation	property	ChildOrder	C		
Relation	property	Class	C	Relation	1743
Relation	property	ClassLibrary	C		1743
Relation	property	Comment	C		
Relation	property	Name	C	Relation	
Relation	property	OneToMany	L	.F.	
Relation	property	ParentAlias	C		
Relation	property	ParentClass	C		1743
Relation	property	RelationalExpr	C		
Relation	property	Tag	C		
Relation	property	Application	-		
Relation	property	Parent	-		
Relation	event	Destroy			
Relation	event	Error			
Relation	event	Init			
Relation	method	AddProperty			
Relation	method	ReadExpression			
Relation	method	ReadMethod			
Relation	method	ResetToDefault			
Relation	method	SaveAsClass			
Relation	method	WriteExpression			
Relation	method	WriteMethod			
Cursor	class				
Cursor	property	Alias	C		
Cursor	property	BaseClass	C	Cursor	1743
Cursor	property	BufferModeOverride	N	1	
Cursor	property	Class	C	Cursor	1743
Cursor	property	ClassLibrary	C		1743
Cursor	property	Comment	C		
Cursor	property	CursorSource	C		
Cursor	property	Database	C		
Cursor	property	Exclusive	L	.F.	
Cursor	property	Filter	C		
Cursor	property	Name	C	Cursor	
Cursor	property	NoDataOnLoad	L	.F.	
Cursor	property	Order	C		
Cursor	property	OrderDirection	N	0	
Cursor	property	ParentClass	C		1743
Cursor	property	ReadOnly	L	.F.	
Cursor	property	Tag	C		
Cursor	property	Application	-		
Cursor	property	Parent	-		
Cursor	event	Destroy			
Cursor	event	Error			
Cursor	event	Init			
Cursor	method	AddProperty			
Cursor	method	ReadExpression			
Cursor	method	ReadMethod			
Cursor	method	ResetToDefault			
Cursor	method	SaveAsClass			
Cursor	method	WriteExpression			
Cursor	method	WriteMethod			
DataEnvironment	class				
DataEnvironment	property	AutoCloseTables	L	.T.	1743
DataEnvironment	property	AutoOpenTables	L	.T.	1743
DataEnvironment	property	BaseClass	C	Dataenvironment	1743
DataEnvironment	property	Class	C	Dataenvironment	1743
DataEnvironment	property	ClassLibrary	C		1743
DataEnvironment	property	Comment	C		
DataEnvironment	property	DataSource	X		
DataEnvironment	property	DataSourceType	C		
DataEnvironment	property	InitialSelectedAlias	C		
DataEnvironment	property	Name	C	Dataenvironment	
DataEnvironment	property	OpenViews	N	0	
DataEnvironment	property	ParentClass	C		1743
